Site,Species,Treatment,PAM,Replicate,Geno,Color_1,Color_2,ColorChange
Isabela,Pocillopora_sp,32.5,0.543,B,4,2.5,2,-0.5
Isabela,Pavona_clavus,32.5,0.558,B,5,6,5.5,-0.5
Isabela,Pocillopora_sp,32.5,0.597,B,5,3,3.5,0.5
Isabela,Pavona_clavus,32.5,0.519,B,2,6,6,0
Isabela,Pocillopora_sp,32.5,0.604,B,7,3,2.5,-0.5
Isabela,Pavona_clavus,32.5,0.538,B,7,4.5,2.5,-2
Isabela,Pocillopora_sp,32.5,0.48,B,6,3,3,0
Isabela,Pavona_clavus,32.5,0.55,B,8,3.5,2.5,-1
Isabela,Pavona_clavus,34,0.499,B,8,3.5,1.5,-2
Isabela,Pavona_clavus,34,0.498,B,2,5.5,5,-0.5
Isabela,Pocillopora_sp,34,0.581,B,6,3.5,2,-1.5
Isabela,Pocillopora_sp,34,0.608,B,4,4,3,-1
Isabela,Pocillopora_sp,34,0.456,B,5,3,3,0
Isabela,Pocillopora_sp,34,0.516,B,3,2.5,2,-0.5
Isabela,Pavona_clavus,34,0.485,B,7,5,2,-3
Isabela,Pocillopora_sp,34,0.438,B,7,2.5,2,-0.5
Isabela,Pavona_clavus,34,0.523,B,4,4.5,2,-2.5
Isabela,Pavona_clavus,34,0.539,B,1,4.5,3,-1.5
Isabela,Pavona_clavus,34,0.44,B,6,2.5,1.5,-1
Isabela,Pavona_clavus,34,0.49,B,3,4,2.5,-1.5
Isabela,Pavona_clavus,34,0.514,B,5,3,2,-1
Isabela,Pocillopora_sp,34,0.496,B,1,5.5,4,-1.5
Isabela,Pocillopora_sp,34,0.531,B,8,2.5,2,-0.5
Isabela,Pocillopora_sp,34,0.559,B,2,3,3,0
Isabela,Pocillopora_sp,35.5,0.127,B,5,3,1.5,-1.5
Isabela,Pavona_clavus,35.5,0.159,B,4,5,2.5,-2.5
Isabela,Pocillopora_sp,35.5,0.092,B,4,4,2,-2
Isabela,Pocillopora_sp,35.5,0.093,B,2,3.5,1.5,-2
Isabela,Pocillopora_sp,35.5,0.224,B,1,3,1,-2
Isabela,Pavona_clavus,35.5,0.194,B,2,6,4,-2
Isabela,Pavona_clavus,35.5,0.314,B,5,3.5,1.5,-2
Isabela,Pavona_clavus,35.5,0.226,B,6,2,2,0
Isabela,Pavona_clavus,35.5,0.123,B,3,2.5,2,-0.5
Isabela,Pavona_clavus,35.5,0.239,B,1,2,2,0
Isabela,Pocillopora_sp,35.5,0.125,B,7,2.5,1.5,-1
Isabela,Pavona_clavus,35.5,0.236,B,7,2,1.5,-0.5
Isabela,Pocillopora_sp,35.5,0.169,B,8,2.5,2,-0.5
Isabela,Pocillopora_sp,35.5,0.178,B,3,3.5,2.5,-1
Isabela,Pavona_clavus,35.5,0.124,B,8,2,3,1
Isabela,Pocillopora_sp,35.5,0.148,B,6,2.5,1.5,-1
Isabela,Pocillopora_sp,26,0.606,A,1,3.5,3.5,0
Isabela,Pavona_clavus,26,0.542,A,8,5,5,0
Isabela,Pavona_clavus,26,0.559,A,3,5,4.5,-0.5
Isabela,Pavona_clavus,26,0.527,A,2,6,6,0
Isabela,Pocillopora_sp,26,0.608,A,7,4,3.5,-0.5
Isabela,Pocillopora_sp,26,0.602,A,5,4,3.5,-0.5
Isabela,Pocillopora_sp,26,0.569,A,4,4,3.5,-0.5
Isabela,Pavona_clavus,26,0.569,A,7,5.5,5.5,0
Isabela,Pocillopora_sp,26,0.607,A,6,4,3,-1
Isabela,Pocillopora_sp,26,0.583,A,2,3.5,2.5,-1
Isabela,Pocillopora_sp,26,0.576,A,8,4,3,-1
Isabela,Pavona_clavus,26,0.546,A,4,4,5,1
Isabela,Pocillopora_sp,26,0.454,A,3,3,3,0
Isabela,Pavona_clavus,26,0.551,A,6,4,3,-1
Isabela,Pavona_clavus,26,0.551,A,1,5.5,4.5,-1
Isabela,Pavona_clavus,26,0.547,A,5,4,3.5,-0.5
Isabela,Pocillopora_sp,20,0.596,A,3,3,2.5,-0.5
Isabela,Pocillopora_sp,20,0.594,A,8,4,3,-1
Isabela,Pocillopora_sp,20,0.579,A,1,2.5,3,0.5
Isabela,Pavona_clavus,20,0.5,A,6,3.5,4,0.5
Isabela,Pocillopora_sp,20,0.43,A,2,2.5,3,0.5
Isabela,Pavona_clavus,20,0.54,A,2,6,6,0
Isabela,Pavona_clavus,20,0.55,A,4,4,4,0
Isabela,Pavona_clavus,20,0.531,A,7,6,5,-1
Isabela,Pocillopora_sp,20,0.578,A,6,3.5,3,-0.5
Isabela,Pocillopora_sp,20,0.54,A,5,3,3,0
Isabela,Pavona_clavus,20,0.546,A,3,4,4,0
Isabela,Pavona_clavus,20,0.562,A,8,4,4,0
Isabela,Pavona_clavus,20,0.544,A,5,4.5,4.5,0
Isabela,Pocillopora_sp,20,0.581,A,4,2.5,3,0.5
Isabela,Pocillopora_sp,20,0.425,A,7,4,3,-1
Isabela,Pavona_clavus,20,0.509,A,1,5.5,5.5,0
Isabela,Pavona_clavus,16,0.534,A,4,4,3.5,-0.5
Isabela,Pocillopora_sp,16,0.501,A,4,3.5,2.5,-1
Isabela,Pavona_clavus,16,0.505,A,7,5,5,0
Isabela,Pocillopora_sp,16,0.52,A,3,4,2.5,-1.5
Isabela,Pavona_clavus,16,0.513,A,5,4,4,0
Isabela,Pocillopora_sp,16,0.573,A,6,2.5,2.5,0
Isabela,Pocillopora_sp,16,0.552,A,1,3,3,0
Isabela,Pocillopora_sp,16,0.545,A,7,2.5,2.5,0
Isabela,Pavona_clavus,16,0.467,A,1,5,5,0
Isabela,Pocillopora_sp,16,0.554,A,8,3,2.5,-0.5
Isabela,Pocillopora_sp,16,0.549,A,5,3.5,3,-0.5
Isabela,Pavona_clavus,16,0.461,A,3,5,4,-1
Isabela,Pavona_clavus,16,0.523,A,8,3.5,3.5,0
Isabela,Pocillopora_sp,16,0.448,A,2,3,2.5,-0.5
Isabela,Pavona_clavus,16,0.496,A,6,3,3,0
Isabela,Pavona_clavus,16,0.501,A,2,6,5,-1
Isabela,Pocillopora_sp,12,0.309,A,3,3,2.5,-0.5
Isabela,Pavona_clavus,12,0.455,A,6,3.5,3,-0.5
Isabela,Pavona_clavus,12,0.479,A,8,5,4,-1
Isabela,Pavona_clavus,12,0.48,A,4,5,4,-1
Isabela,Pavona_clavus,12,0.416,A,5,4,4,0
Isabela,Pavona_clavus,12,0.507,A,7,6,5,-1
Isabela,Pocillopora_sp,12,0.471,A,2,3,3,0
Isabela,Pocillopora_sp,12,0.4,A,6,2.5,2,-0.5
Isabela,Pocillopora_sp,12,0.538,A,5,4,3,-1
Isabela,Pavona_clavus,12,0.497,A,1,6,5,-1
Isabela,Pavona_clavus,12,0.463,A,3,5.5,5,-0.5
Isabela,Pocillopora_sp,12,0.532,A,1,2.5,2.5,0
Isabela,Pavona_clavus,12,0.515,A,2,3.5,5,1.5
Isabela,Pocillopora_sp,12,0.469,A,4,3,3,0
Isabela,Pocillopora_sp,12,0.508,A,8,3.5,2,-1.5
Isabela,Pocillopora_sp,12,0.524,A,7,2.5,1.5,-1
Isabela,Pocillopora_sp,26,0.593,B,7,2.5,3,0.5
Isabela,Pocillopora_sp,26,0.611,B,4,3,2.5,-0.5
Isabela,Pocillopora_sp,26,0.608,B,8,5,5,0
Isabela,Pavona_clavus,26,0.533,B,8,4.5,3.5,-1
Isabela,Pavona_clavus,26,0.542,B,5,4.5,3.5,-1
Isabela,Pavona_clavus,26,0.555,B,7,6,6,0
Isabela,Pavona_clavus,26,0.555,B,2,4.5,4.5,0
Isabela,Pavona_clavus,26,0.57,B,1,5.5,6,0.5
Isabela,Pocillopora_sp,26,0.558,B,3,4,3,-1
Isabela,Pocillopora_sp,26,0.578,B,1,4,4,0
Isabela,Pocillopora_sp,26,0.589,B,6,3.5,2.5,-1
Isabela,Pavona_clavus,26,0.543,B,6,3.5,3.5,0
Isabela,Pavona_clavus,26,0.565,B,4,5,4,-1
Isabela,Pocillopora_sp,26,0.422,B,2,2.5,2,-0.5
Isabela,Pocillopora_sp,26,0.531,B,5,3.5,4.5,1
Isabela,Pavona_clavus,26,0.581,B,3,5,4,-1
Isabela,Pocillopora_sp,20,0.554,B,4,2.5,2.5,0
Isabela,Pavona_clavus,20,0.504,B,1,5.5,5,-0.5
Isabela,Pavona_clavus,20,0.494,B,8,4,4,0
Isabela,Pavona_clavus,20,0.482,B,6,3,3.5,0.5
Isabela,Pocillopora_sp,20,0.536,B,7,3,3.5,0.5
Isabela,Pocillopora_sp,20,0.512,B,3,3.5,2.5,-1
Isabela,Pocillopora_sp,20,0.614,B,6,3,3,0
Isabela,Pavona_clavus,20,0.529,B,2,5.5,5,-0.5
Isabela,Pocillopora_sp,20,0.58,B,2,3.5,3,-0.5
Isabela,Pavona_clavus,20,0.521,B,7,4.5,5,0.5
Isabela,Pocillopora_sp,20,0.551,B,8,5.5,5,-0.5
Isabela,Pavona_clavus,20,0.471,B,5,4,5.5,1.5
Isabela,Pocillopora_sp,20,0.554,B,5,5,4,-1
Isabela,Pocillopora_sp,20,0.61,B,1,2.5,3,0.5
Isabela,Pavona_clavus,20,0.551,B,3,5,4.5,-0.5
Isabela,Pavona_clavus,20,0.544,B,4,4.5,4,-0.5
Isabela,Pocillopora_sp,16,0.567,B,1,3.5,3,-0.5
Isabela,Pavona_clavus,16,0.584,B,4,5,5,0
Isabela,Pavona_clavus,16,0.538,B,3,5.5,5,-0.5
Isabela,Pocillopora_sp,16,0.443,B,8,2.5,2.5,0
Isabela,Pocillopora_sp,16,0.561,B,4,3.5,2.5,-1
Isabela,Pavona_clavus,16,0.49,B,5,4.5,4.5,0
Isabela,Pavona_clavus,16,0.514,B,2,6,5,-1
Isabela,Pavona_clavus,16,0.468,B,1,5.5,5,-0.5
Isabela,Pocillopora_sp,16,0.59,B,7,4,3,-1
Isabela,Pocillopora_sp,16,0.596,B,6,2.5,2.5,0
Isabela,Pavona_clavus,16,0.535,B,6,4,4,0
Isabela,Pocillopora_sp,16,0.534,B,5,4.5,4,-0.5
Isabela,Pocillopora_sp,16,0.522,B,3,3.5,3,-0.5
Isabela,Pocillopora_sp,16,0.458,B,2,4,3.5,-0.5
Isabela,Pavona_clavus,16,0.522,B,8,4,4,0
Isabela,Pavona_clavus,16,0.537,B,7,6,5,-1
Isabela,Pocillopora_sp,12,0.416,B,2,4.5,4,-0.5
Isabela,Pavona_clavus,12,0.488,B,6,3,3,0
Isabela,Pocillopora_sp,12,0.534,B,3,3.5,2.5,-1
Isabela,Pavona_clavus,12,0.435,B,2,4,4,0
Isabela,Pavona_clavus,12,0.463,B,7,5.5,5,-0.5
Isabela,Pavona_clavus,12,0.522,B,4,6,6,0
Isabela,Pavona_clavus,12,0.512,B,8,3.5,3.5,0
Isabela,Pavona_clavus,12,0.497,B,5,3.5,3.5,0
Isabela,Pocillopora_sp,12,0.425,B,1,4,2.5,-1.5
Isabela,Pavona_clavus,12,0.477,B,3,4,3.5,-0.5
Isabela,Pocillopora_sp,12,0.559,B,5,3.5,2,-1.5
Isabela,Pocillopora_sp,12,0.478,B,6,4,2.5,-1.5
Isabela,Pocillopora_sp,12,0.517,B,8,3.5,1.5,-2
Isabela,Pocillopora_sp,12,0.504,B,4,3.5,2.5,-1
Isabela,Pocillopora_sp,12,0.535,B,7,2.5,2,-0.5
Isabela,Pavona_clavus,12,0.462,B,1,4,5,1
Punta_Pitt,Pocillopora_sp,26,0.522,A,2,3,3,0
Punta_Pitt,Pocillopora_sp,26,0.585,A,6,6,5.5,-0.5
Punta_Pitt,Pavona_clavus,26,0.475,A,2,5.5,5.5,0
Punta_Pitt,Pavona_clavus,26,0.49,A,8,1.5,1.5,0
Punta_Pitt,Pocillopora_sp,26,0.566,A,7,5.5,5.5,0
Punta_Pitt,Pocillopora_sp,26,0.572,A,1,5,5,0
Punta_Pitt,Pavona_clavus,26,0.547,A,3,4,4,0
Punta_Pitt,Pocillopora_sp,26,0.566,A,8,4.5,4.5,0
Punta_Pitt,Pavona_clavus,26,0.54,A,7,3.5,3.5,0
Punta_Pitt,Pavona_clavus,26,0.543,A,1,4,4,0
Punta_Pitt,Pocillopora_sp,26,0.564,A,5,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,26,0.53,A,3,4,4,0
Punta_Pitt,Pavona_clavus,26,0.549,A,4,3.5,3.5,0
Punta_Pitt,Pavona_clavus,26,0.545,A,5,4,4,0
Punta_Pitt,Pocillopora_sp,26,0.628,A,4,6,6,0
Punta_Pitt,Pavona_clavus,26,0.561,A,6,4,4,0
Punta_Pitt,Pocillopora_sp,32.5,0.582,A,3,3.5,3.5,0
Punta_Pitt,Pavona_clavus,32.5,0.463,A,1,4,3.5,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.573,A,6,2,2,0
Punta_Pitt,Pocillopora_sp,32.5,0.576,A,5,4.5,4.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.619,A,6,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.567,A,4,4,4,0
Punta_Pitt,Pocillopora_sp,32.5,0.568,A,2,4,4,0
Punta_Pitt,Pavona_clavus,32.5,0.539,A,7,3.5,3,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.531,A,3,4,4,0
Punta_Pitt,Pocillopora_sp,32.5,0.634,A,1,3.5,3.5,0
Punta_Pitt,Pavona_clavus,32.5,0.572,A,5,5,4.5,-0.5
Punta_Pitt,Pocillopora_sp,32.5,0.6,A,7,3,3,0
Punta_Pitt,Pavona_clavus,32.5,0.466,A,8,3,3,0
Punta_Pitt,Pavona_clavus,32.5,0.528,A,4,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.509,A,8,4,3.5,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.538,A,2,5.5,5.5,0
Punta_Pitt,Pocillopora_sp,34,0.582,A,4,6,5.5,-0.5
Punta_Pitt,Pocillopora_sp,34,0.598,A,8,6,5,-1
Punta_Pitt,Pocillopora_sp,34,0.584,A,6,2.5,2.5,0
Punta_Pitt,Pavona_clavus,34,0.484,A,8,3,2.5,-0.5
Punta_Pitt,Pavona_clavus,34,0.531,A,7,3,2.5,-0.5
Punta_Pitt,Pocillopora_sp,34,0.469,A,7,6,5,-1
Punta_Pitt,Pocillopora_sp,34,0.579,A,3,5,4,-1
Punta_Pitt,Pocillopora_sp,34,0.585,A,2,5.5,5.5,0
Punta_Pitt,Pocillopora_sp,34,0.609,A,1,4.5,2,-2.5
Punta_Pitt,Pavona_clavus,34,0.554,A,5,5,3,-2
Punta_Pitt,Pavona_clavus,34,0.535,A,2,5,3.5,-1.5
Punta_Pitt,Pocillopora_sp,34,0.548,A,5,5,4.5,-0.5
Punta_Pitt,Pavona_clavus,34,0.436,A,1,5,3,-2
Punta_Pitt,Pavona_clavus,34,0.519,A,4,4.5,1.5,-3
Punta_Pitt,Pavona_clavus,34,0.492,A,6,5,3.5,-1.5
Punta_Pitt,Pavona_clavus,34,0.437,A,3,5,3,-2
Punta_Pitt,Pavona_clavus,35.5,0.48,A,7,3,2,-1
Punta_Pitt,Pocillopora_sp,35.5,0.466,A,1,2.5,1,-1.5
Punta_Pitt,Pocillopora_sp,35.5,0.435,A,3,4,3,-1
Punta_Pitt,Pavona_clavus,35.5,0.411,A,8,4.5,2,-2.5
Punta_Pitt,Pocillopora_sp,35.5,0.459,A,8,5,3,-2
Punta_Pitt,Pocillopora_sp,35.5,0.423,A,7,5,3,-2
Punta_Pitt,Pavona_clavus,35.5,0.307,A,3,5,1.5,-3.5
Punta_Pitt,Pocillopora_sp,35.5,0.513,A,2,5.5,3.5,-2
Punta_Pitt,Pavona_clavus,35.5,0.48,A,4,5,1.5,-3.5
Punta_Pitt,Pocillopora_sp,35.5,0.518,A,4,4,3,-1
Punta_Pitt,Pavona_clavus,35.5,0.293,A,2,5,1.5,-3.5
Punta_Pitt,Pocillopora_sp,35.5,0.411,A,5,5,3.5,-1.5
Punta_Pitt,Pocillopora_sp,35.5,0.488,A,6,4.5,3,-1.5
Punta_Pitt,Pavona_clavus,35.5,0.387,A,1,5.5,2.5,-3
Punta_Pitt,Pavona_clavus,35.5,0.493,A,5,5,2.5,-2.5
Punta_Pitt,Pavona_clavus,35.5,0.381,A,6,5,2,-3
Punta_Pitt,Pocillopora_sp,26,0.561,B,8,5,4.5,-0.5
Punta_Pitt,Pavona_clavus,26,0.555,B,5,3,3,0
Punta_Pitt,Pavona_clavus,26,0.471,B,2,6,6,0
Punta_Pitt,Pavona_clavus,26,0.507,B,3,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,26,0.61,B,4,4.5,4,-0.5
Punta_Pitt,Pavona_clavus,26,0.507,B,1,5,5,0
Punta_Pitt,Pocillopora_sp,26,0.607,B,6,5,4.5,-0.5
Punta_Pitt,Pavona_clavus,26,0.496,B,6,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,26,0.564,B,5,3,3,0
Punta_Pitt,Pavona_clavus,26,0.538,B,7,2.5,2.5,0
Punta_Pitt,Pavona_clavus,26,0.552,B,4,4,4,0
Punta_Pitt,Pavona_clavus,26,0.508,B,8,3.5,3,-0.5
Punta_Pitt,Pocillopora_sp,26,0.577,B,2,6,5.5,-0.5
Punta_Pitt,Pocillopora_sp,26,0.608,B,3,4,3.5,-0.5
Punta_Pitt,Pocillopora_sp,26,0.616,B,1,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,26,0.555,B,7,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.573,B,4,5.5,5.5,0
Punta_Pitt,Pavona_clavus,32.5,0.531,B,5,3,3,0
Punta_Pitt,Pocillopora_sp,32.5,0.54,B,6,5.5,5,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.495,B,2,5,4.5,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.486,B,8,3.5,3.5,0
Punta_Pitt,Pavona_clavus,32.5,0.49,B,1,4,4,0
Punta_Pitt,Pavona_clavus,32.5,0.551,B,6,4,3.5,-0.5
Punta_Pitt,Pocillopora_sp,32.5,0.602,B,3,4,4,0
Punta_Pitt,Pocillopora_sp,32.5,0.597,B,8,5,4.5,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.523,B,3,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.601,B,1,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,32.5,0.512,B,5,3.5,3,-0.5
Punta_Pitt,Pavona_clavus,32.5,0.573,B,7,2,2,0
Punta_Pitt,Pavona_clavus,32.5,0.518,B,4,3,2.5,-0.5
Punta_Pitt,Pocillopora_sp,32.5,0.55,B,7,5,4.5,-0.5
Punta_Pitt,Pocillopora_sp,32.5,0.621,B,2,5.5,5,-0.5
Punta_Pitt,Pavona_clavus,34,0.499,B,4,4,2,-2
Punta_Pitt,Pocillopora_sp,34,0.566,B,6,5,5,0
Punta_Pitt,Pocillopora_sp,34,0.439,B,7,4,3.5,-0.5
Punta_Pitt,Pavona_clavus,34,0.542,B,2,5,4.5,-0.5
Punta_Pitt,Pocillopora_sp,34,0.585,B,4,4,3,-1
Punta_Pitt,Pavona_clavus,34,0.529,B,7,3,3,0
Punta_Pitt,Pavona_clavus,34,0.506,B,6,4,3.5,-0.5
Punta_Pitt,Pavona_clavus,34,0.467,B,1,4.5,4,-0.5
Punta_Pitt,Pocillopora_sp,34,0.588,B,1,3.5,2.5,-1
Punta_Pitt,Pocillopora_sp,34,0.511,B,8,2,2,0
Punta_Pitt,Pocillopora_sp,34,0.56,B,3,3.5,3,-0.5
Punta_Pitt,Pocillopora_sp,34,0.595,B,2,4.5,3.5,-1
Punta_Pitt,Pocillopora_sp,34,0.565,B,5,6,5.5,-0.5
Punta_Pitt,Pavona_clavus,34,0.466,B,3,5,3,-2
Punta_Pitt,Pavona_clavus,34,0.439,B,8,4,3,-1
Punta_Pitt,Pavona_clavus,34,0.525,B,5,4.5,3,-1.5
Punta_Pitt,Pavona_clavus,35.5,0.387,B,3,4,3,-1
Punta_Pitt,Pocillopora_sp,35.5,0.299,B,1,3,1,-2
Punta_Pitt,Pavona_clavus,35.5,0.428,B,7,2,1,-1
Punta_Pitt,Pavona_clavus,35.5,0.407,B,8,3.5,2.5,-1
Punta_Pitt,Pocillopora_sp,35.5,0.503,B,4,4,3,-1
Punta_Pitt,Pocillopora_sp,35.5,0.502,B,7,4.5,3,-1.5
Punta_Pitt,Pocillopora_sp,35.5,0.561,B,3,4,2.5,-1.5
Punta_Pitt,Pocillopora_sp,35.5,0.412,B,2,4,2,-2
Punta_Pitt,Pavona_clavus,35.5,0.362,B,2,4.5,2.5,-2
Punta_Pitt,Pocillopora_sp,35.5,0.419,B,8,4.5,2,-2.5
Punta_Pitt,Pavona_clavus,35.5,0.433,B,6,3.5,1.5,-2
Punta_Pitt,Pavona_clavus,35.5,0.452,B,5,3,2,-1
Punta_Pitt,Pavona_clavus,35.5,0.427,B,4,4,1.5,-2.5
Punta_Pitt,Pavona_clavus,35.5,0.391,B,1,4.5,2,-2.5
Punta_Pitt,Pocillopora_sp,35.5,0.397,B,6,4,3,-1
Punta_Pitt,Pocillopora_sp,35.5,0.302,B,5,3.5,3,-0.5
Punta_Pitt,Pocillopora_sp,20,0.588,A,7,3.5,3.5,0
Punta_Pitt,Pavona_clavus,20,0.569,A,2,3.5,3.5,0
Punta_Pitt,Pocillopora_sp,20,0.635,A,3,4.5,4.5,0
Punta_Pitt,Pavona_clavus,20,0.583,A,7,3,3,0
Punta_Pitt,Pocillopora_sp,20,0.591,A,1,3.5,3,-0.5
Punta_Pitt,Pavona_clavus,20,0.552,A,6,3.5,3,-0.5
Punta_Pitt,Pocillopora_sp,20,0.614,A,6,4,3.5,-0.5
Punta_Pitt,Pavona_clavus,20,0.541,A,1,3,3,0
Punta_Pitt,Pavona_clavus,20,0.509,A,8,2,2,0
Punta_Pitt,Pavona_clavus,20,0.51,A,5,1.5,1.5,0
Punta_Pitt,Pocillopora_sp,20,0.619,A,2,3,2.5,-0.5
Punta_Pitt,Pavona_clavus,20,0.546,A,4,3,3,0
Punta_Pitt,Pocillopora_sp,20,0.64,A,5,4,4,0
Punta_Pitt,Pocillopora_sp,20,0.61,A,8,3,3,0
Punta_Pitt,Pocillopora_sp,20,0.619,A,4,4,4,0
Punta_Pitt,Pavona_clavus,20,0.504,A,3,1.5,1.5,0
Punta_Pitt,Pavona_clavus,26,0.545,A,4,3,3,0
Punta_Pitt,Pocillopora_sp,26,0.574,A,5,3,3,0
Punta_Pitt,Pavona_clavus,26,0.563,A,2,5,5,0
Punta_Pitt,Pocillopora_sp,26,0.614,A,8,3.5,3.5,0
Punta_Pitt,Pavona_clavus,26,0.583,A,8,4,3.5,-0.5
Punta_Pitt,Pocillopora_sp,26,0.631,A,4,4,4,0
Punta_Pitt,Pocillopora_sp,26,0.588,A,6,3.5,3,-0.5
Punta_Pitt,Pocillopora_sp,26,0.615,A,3,4,4,0
Punta_Pitt,Pavona_clavus,26,0.551,A,1,5,5,0
Punta_Pitt,Pocillopora_sp,26,0.592,A,2,3.5,3.5,0
Punta_Pitt,Pavona_clavus,26,0.572,A,7,3,3,0
Punta_Pitt,Pavona_clavus,26,0.558,A,5,2.5,2.5,0
Punta_Pitt,Pocillopora_sp,26,0.646,A,7,4,4,0
