Site,Species,Treatment,PAM,Replicate,Geno,Color_1,Color_2,ColorChange
Wolf2,Pavona_clavus,26,0.502,B,2,3,2.5,-0.5
Wolf2,Pavona_clavus,26,0.512,B,8,4,4,0
Wolf2,Pocillopora_sp,26,0.579,B,8,3,3,0
Wolf2,Pavona_clavus,26,0.488,B,4,4,4,0
Wolf2,Pocillopora_sp,26,0.574,B,7,5,5,0
Wolf2,Pavona_clavus,26,0.538,B,6,5,5,0
Wolf2,Pocillopora_sp,26,0.601,B,4,4.5,4.5,0
Wolf2,Pavona_clavus,26,0.51,B,1,3.5,3,-0.5
Wolf2,Pocillopora_sp,26,0.581,B,6,4.5,4.5,0
Wolf2,Pocillopora_sp,26,0.56,B,5,3,2.5,-0.5
Wolf2,Pavona_clavus,26,0.43,B,7,4,4,0
Wolf2,Pocillopora_sp,26,0.598,B,2,4,3.5,-0.5
Wolf2,Pavona_clavus,26,0.526,B,3,4.5,4.5,0
Wolf2,Pavona_clavus,26,0.581,B,5,4,4,0
Wolf2,Pavona_clavus,32.5,0.483,B,5,3.5,3.5,0
Wolf2,Pavona_clavus,32.5,0.487,B,8,3,3,0
Wolf2,Pavona_clavus,32.5,0.507,B,1,4,3.5,-0.5
Wolf2,Pavona_clavus,32.5,0.483,B,6,5,5,0
Wolf2,Pocillopora_sp,32.5,0.555,B,1,4,4,0
Wolf2,Pavona_clavus,32.5,0.51,B,3,4,4,0
Wolf2,Pocillopora_sp,32.5,0.569,B,8,5,5,0
Wolf2,Pocillopora_sp,32.5,0.578,B,3,4.5,4.5,0
Wolf2,Pocillopora_sp,32.5,0.558,B,7,4.5,4.5,0
Wolf2,Pocillopora_sp,32.5,0.562,B,4,3,3,0
Wolf2,Pavona_clavus,32.5,0.513,B,2,3,3,0
Wolf2,Pavona_clavus,32.5,0.449,B,7,4,4,0
Wolf2,Pocillopora_sp,32.5,0.575,B,6,4,3.5,-0.5
Wolf2,Pocillopora_sp,32.5,0.563,B,5,3,4,1
Wolf2,Pavona_clavus,32.5,0.472,B,4,4,4,0
Wolf2,Pocillopora_sp,32.5,0.529,B,2,4.5,4.5,0
Wolf2,Pavona_clavus,34,0.471,B,8,3.5,3,-0.5
Wolf2,Pavona_clavus,34,0.541,B,3,3.5,3,-0.5
Wolf2,Pavona_clavus,34,0.496,B,2,3,2.5,-0.5
Wolf2,Pavona_clavus,34,0.495,B,6,5,4,-1
Wolf2,Pocillopora_sp,34,0.577,B,4,5,4.5,-0.5
Wolf2,Pocillopora_sp,34,0.542,B,2,4.5,4.5,0
Wolf2,Pocillopora_sp,34,0.571,B,7,4.5,4.5,0
Wolf2,Pocillopora_sp,34,0.555,B,6,5,4.5,-0.5
Wolf2,Pocillopora_sp,34,0.525,B,1,3.5,3.5,0
Wolf2,Pavona_clavus,34,0.452,B,4,4,3,-1
Wolf2,Pavona_clavus,34,0.42,B,7,4,3,-1
Wolf2,Pavona_clavus,34,0.512,B,1,4,3,-1
Wolf2,Pocillopora_sp,34,0.568,B,8,3,2.5,-0.5
Wolf2,Pocillopora_sp,34,0.56,B,3,5,5,0
Wolf2,Pocillopora_sp,34,0.582,B,5,3.5,3,-0.5
Wolf2,Pavona_clavus,34,0.451,B,5,3.5,3.5,0
Wolf2,Pavona_clavus,35.5,0.455,B,6,5,3,-2
Wolf2,Pavona_clavus,35.5,0.358,B,5,4,1,-3
Wolf2,Pavona_clavus,35.5,0.427,B,3,4,2,-2
Wolf2,Pavona_clavus,35.5,0.406,B,2,3.5,2,-1.5
Wolf2,Pocillopora_sp,35.5,0.404,B,8,3.5,2.5,-1
Wolf2,Pocillopora_sp,35.5,0.472,B,7,4,1,-3
Wolf2,Pocillopora_sp,35.5,0.559,B,6,4,1.5,-2.5
Wolf2,Pocillopora_sp,35.5,0.588,B,5,4,1,-3
Wolf2,Pocillopora_sp,35.5,0.486,B,3,4,2,-2
Wolf2,Pocillopora_sp,35.5,0.508,B,4,4,1,-3
Wolf2,Pocillopora_sp,35.5,0.412,B,2,3.5,1,-2.5
Wolf2,Pavona_clavus,35.5,0.501,B,1,3.5,1,-2.5
Wolf2,Pocillopora_sp,35.5,0.519,B,1,4,1.5,-2.5
Wolf2,Pavona_clavus,35.5,0.343,B,7,4,3,-1
Wolf2,Pavona_clavus,35.5,0.414,B,8,4.5,3,-1.5
Wolf2,Pavona_clavus,35.5,0.4,B,4,4,2.5,-1.5
Wolf2,Pocillopora_sp,26,0.58,A,4,5,5,0
Wolf2,Pocillopora_sp,26,0.582,A,5,4,4,0
Wolf2,Pavona_clavus,26,0.515,A,8,2.5,2.5,0
Wolf2,Pavona_clavus,26,0.512,A,6,4,4,0
Wolf2,Pocillopora_sp,26,0.521,A,1,4,4,0
Wolf2,Pavona_clavus,26,NA,A,5,3,2.5,-0.5
Wolf2,Pocillopora_sp,26,0.605,A,6,3.5,3.5,0
Wolf2,Pavona_clavus,26,0.59,A,1,2,3,1
Wolf2,Pocillopora_sp,26,0.586,A,2,4.5,4.5,0
Wolf2,Pocillopora_sp,26,0.542,A,8,3.5,3.5,0
Wolf2,Pavona_clavus,26,NA,A,4,3,NA,NA
Wolf2,Pavona_clavus,26,0.544,A,3,4,4,0
Wolf2,Pocillopora_sp,26,0.537,A,3,3.5,3.5,0
Wolf2,Pavona_clavus,26,0.529,A,7,3.5,3.5,0
Wolf2,Pavona_clavus,26,0.446,A,2,3,3,0
Wolf2,Pocillopora_sp,26,0.512,A,7,5,5,0
Wolf2,Pocillopora_sp,20,0.565,A,4,5,5,0
Wolf2,Pavona_clavus,20,0.508,A,1,2,2,0
Wolf2,Pocillopora_sp,20,0.506,A,8,5,5,0
Wolf2,Pavona_clavus,20,0.427,A,8,2.5,2.5,0
Wolf2,Pocillopora_sp,20,0.639,A,6,3,3,0
Wolf2,Pavona_clavus,20,0.532,A,6,5,5,0
Wolf2,Pavona_clavus,20,0.49,A,5,5,4.5,-0.5
Wolf2,Pocillopora_sp,20,0.517,A,5,4.5,4.5,0
Wolf2,Pocillopora_sp,20,0.479,A,7,4,3.5,-0.5
Wolf2,Pocillopora_sp,20,0.555,A,3,4,4,0
Wolf2,Pavona_clavus,20,0.457,A,2,4,3,-1
Wolf2,Pocillopora_sp,20,0.524,A,2,4.5,4,-0.5
Wolf2,Pavona_clavus,20,0.497,A,7,4,4,0
Wolf2,Pavona_clavus,20,0.526,A,3,3.5,3.5,0
Wolf2,Pavona_clavus,20,0.512,A,4,3,2.5,-0.5
Wolf2,Pocillopora_sp,20,0.57,A,1,5,4.5,-0.5
Wolf2,Pavona_clavus,16,0.525,A,5,4,4,0
Wolf2,Pavona_clavus,16,0.5,A,1,4,4,0
Wolf2,Pocillopora_sp,16,0.499,A,5,5,4,-1
Wolf2,Pocillopora_sp,16,0.541,A,3,5,5,0
Wolf2,Pavona_clavus,16,0.542,A,6,5,4.5,-0.5
Wolf2,Pavona_clavus,16,0.397,A,2,3,3,0
Wolf2,Pocillopora_sp,16,0.417,A,8,3,2.5,-0.5
Wolf2,Pavona_clavus,16,0.505,A,4,4.5,4,-0.5
Wolf2,Pavona_clavus,16,0.439,A,8,3,3,0
Wolf2,Pocillopora_sp,16,0.533,A,2,5,5,0
Wolf2,Pocillopora_sp,16,0.52,A,1,5,5,0
Wolf2,Pocillopora_sp,16,0.524,A,6,4,4,0
Wolf2,Pocillopora_sp,16,0.544,A,7,3,3,0
Wolf2,Pocillopora_sp,16,0.554,A,4,5,5,0
Wolf2,Pavona_clavus,16,0.539,A,3,4,3,-1
Wolf2,Pavona_clavus,16,0.448,A,7,4,3,-1
Wolf2,Pocillopora_sp,12,0.468,A,7,4,4,0
Wolf2,Pocillopora_sp,12,0.554,A,2,5,5,0
Wolf2,Pavona_clavus,12,0.531,A,3,4,3.5,-0.5
Wolf2,Pocillopora_sp,12,0.505,A,3,5,4,-1
Wolf2,Pocillopora_sp,12,0.544,A,1,5.5,5,-0.5
Wolf2,Pavona_clavus,12,0.482,A,8,4,3,-1
Wolf2,Pavona_clavus,12,0.511,A,1,3,3,0
Wolf2,Pocillopora_sp,12,0.54,A,8,4,3,-1
Wolf2,Pavona_clavus,12,0.509,A,6,5,4.5,-0.5
Wolf2,Pavona_clavus,12,0.506,A,4,4,3,-1
Wolf2,Pavona_clavus,12,0.481,A,5,4,3,-1
Wolf2,Pocillopora_sp,12,0.509,A,4,3.5,3.5,0
Wolf2,Pocillopora_sp,12,0.492,A,5,5,5,0
Wolf2,Pavona_clavus,12,0.397,A,7,3,2,-1
Wolf2,Pavona_clavus,12,0.433,A,2,3,2,-1
Wolf2,Pocillopora_sp,12,0.546,A,6,4,4,0
Wolf2,Pavona_clavus,26,0.588,B,7,4,3.5,-0.5
Wolf2,Pavona_clavus,26,0.512,B,2,2.5,2.5,0
Wolf2,Pocillopora_sp,26,0.559,B,2,4,4,0
Wolf2,Pavona_clavus,26,0.553,B,6,4,4,0
Wolf2,Pavona_clavus,26,0.57,B,3,4,4,0
Wolf2,Pavona_clavus,26,NA,B,1,2,2,0
Wolf2,Pocillopora_sp,26,0.577,B,3,3.5,3.5,0
Wolf2,Pocillopora_sp,26,0.503,B,6,3,3,0
Wolf2,Pocillopora_sp,26,0.606,B,5,5,5,0
Wolf2,Pavona_clavus,26,0.521,B,8,2,2,0
Wolf2,Pocillopora_sp,26,0.536,B,1,4,4,0
Wolf2,Pavona_clavus,26,0.512,B,5,3,3,0
Wolf2,Pocillopora_sp,26,0.573,B,7,4,4,0
Wolf2,Pavona_clavus,26,0.512,B,4,3,3,0
Wolf2,Pocillopora_sp,26,0.622,B,8,4.5,4.5,0
Wolf2,Pocillopora_sp,26,0.615,B,4,4,4,0
Wolf2,Pavona_clavus,20,0.507,B,5,4,4,0
Wolf2,Pavona_clavus,20,0.508,B,2,4,4,0
Wolf2,Pocillopora_sp,20,0.543,B,8,5,5,0
Wolf2,Pavona_clavus,20,0.508,B,3,4,4,0
Wolf2,Pocillopora_sp,20,0.533,B,2,4,4,0
Wolf2,Pavona_clavus,20,0.526,B,4,4,4,0
Wolf2,Pocillopora_sp,20,0.544,B,4,4,4,0
Wolf2,Pocillopora_sp,20,0.547,B,3,3.5,3.5,0
Wolf2,Pavona_clavus,20,0.539,B,6,4,4,0
Wolf2,Pavona_clavus,20,0.538,B,1,3,3,0
Wolf2,Pocillopora_sp,20,0.617,B,6,4,4,0
Wolf2,Pavona_clavus,20,0.482,B,7,4,4,0
Wolf2,Pavona_clavus,20,0.524,B,8,3,3,0
Wolf2,Pocillopora_sp,20,0.578,B,5,5,5,0
Wolf2,Pocillopora_sp,20,0.539,B,1,4,4,0
Wolf2,Pocillopora_sp,20,0.581,B,7,3,3,0
Wolf2,Pavona_clavus,16,0.47,B,1,3,3,0
Wolf2,Pavona_clavus,16,0.511,B,5,4,4,0
Wolf2,Pocillopora_sp,16,0.515,B,5,3,3,0
Wolf2,Pavona_clavus,16,0.549,B,6,4,4,0
Wolf2,Pocillopora_sp,16,0.519,B,4,4,4,0
Wolf2,Pocillopora_sp,16,0.52,B,1,3.5,3.5,0
Wolf2,Pocillopora_sp,16,0.588,B,7,5,5,0
Wolf2,Pavona_clavus,16,0.481,B,3,4,4,0
Wolf2,Pocillopora_sp,16,0.526,B,3,5,5,0
Wolf2,Pavona_clavus,16,0.475,B,2,4.5,4.5,0
Wolf2,Pavona_clavus,16,0.46,B,7,3,3,0
Wolf2,Pavona_clavus,16,0.489,B,8,4,4,0
Wolf2,Pocillopora_sp,16,0.569,B,8,5,5,0
Wolf2,Pavona_clavus,16,0.485,B,4,4,4,0
Wolf2,Pocillopora_sp,16,0.505,B,2,5,5,0
Wolf2,Pocillopora_sp,16,0.553,B,6,3,3,0
Wolf2,Pavona_clavus,12,0.523,B,1,4,4,0
Wolf2,Pavona_clavus,12,0.465,B,8,4,3.5,-0.5
Wolf2,Pocillopora_sp,12,0.591,B,5,3,3,0
Wolf2,Pocillopora_sp,12,0.51,B,1,5,5,0
Wolf2,Pavona_clavus,12,0.504,B,7,4,4,0
Wolf2,Pavona_clavus,12,0.48,B,3,3,3,0
Wolf2,Pocillopora_sp,12,0.538,B,8,4,4,0
Wolf2,Pavona_clavus,12,0.491,B,4,3.5,3,-0.5
Wolf2,Pocillopora_sp,12,0.468,B,7,3.5,3.5,0
Wolf2,Pocillopora_sp,12,0.515,B,4,5,5,0
Wolf2,Pavona_clavus,12,0.486,B,5,3.5,3,-0.5
Wolf2,Pavona_clavus,12,0.455,B,2,3,2.5,-0.5
Wolf2,Pocillopora_sp,12,0.518,B,3,4,3.5,-0.5
Wolf2,Pocillopora_sp,12,0.569,B,6,5,4.5,-0.5
Wolf2,Pocillopora_sp,12,0.62,B,2,5,5,0
Wolf2,Pavona_clavus,12,0.517,B,6,4,4,0
AcademyBay,Pocillopora_sp,26,0.586,A,4,3,3,0
AcademyBay,Pocillopora_sp,26,0.591,A,7,3.5,3.5,0
AcademyBay,Pavona_clavus,26,0.545,A,5,5,5,0
AcademyBay,Pocillopora_sp,26,0.5,A,3,3,3,0
AcademyBay,Pocillopora_sp,26,0.508,A,8,3,3,0
AcademyBay,Pavona_clavus,26,0.526,A,7,4,4,0
AcademyBay,Pocillopora_sp,26,0.543,A,5,3,2.5,-0.5
AcademyBay,Pavona_clavus,26,0.512,A,6,6,6,0
AcademyBay,Pocillopora_sp,26,0.509,A,1,2.5,2.5,0
AcademyBay,Pocillopora_sp,26,0.544,A,6,3.5,3.5,0
AcademyBay,Pocillopora_sp,26,0.544,A,2,3,3,0
AcademyBay,Pavona_clavus,26,0.524,A,8,5,5,0
AcademyBay,Pavona_clavus,26,0.537,A,1,5,5,0
AcademyBay,Pocillopora_sp,32.5,0.542,A,1,4,4,0
AcademyBay,Pocillopora_sp,32.5,0.581,A,2,3,3,0
AcademyBay,Pocillopora_sp,32.5,0.567,A,4,3,3,0
AcademyBay,Pocillopora_sp,32.5,0.544,A,3,4,4,0
AcademyBay,Pavona_clavus,32.5,0.501,A,1,4,4,0
AcademyBay,Pavona_clavus,32.5,0.495,A,6,6,6,0
AcademyBay,Pavona_clavus,32.5,0.51,A,8,5,5,0
AcademyBay,Pocillopora_sp,32.5,0.528,A,8,3,3,0
AcademyBay,Pocillopora_sp,32.5,0.568,A,7,4,3.5,-0.5
AcademyBay,Pavona_clavus,32.5,0.54,A,7,5,4.5,-0.5
AcademyBay,Pocillopora_sp,32.5,0.646,A,6,3,3,0
AcademyBay,Pocillopora_sp,32.5,0.574,A,5,3.5,3.5,0
AcademyBay,Pavona_clavus,32.5,0.493,A,6,5,5,0
AcademyBay,Pocillopora_sp,34,0.474,A,2,3.5,3.5,0
AcademyBay,Pocillopora_sp,34,0.52,A,6,4,4,0
AcademyBay,Pocillopora_sp,34,0.517,A,8,4,4,0
AcademyBay,Pocillopora_sp,34,0.522,A,4,3.5,3.5,0
AcademyBay,Pocillopora_sp,34,0.533,A,1,4,4,0
AcademyBay,Pavona_clavus,34,0.469,A,6,5,4,-1
AcademyBay,Pavona_clavus,34,0.429,A,5,5,5,0
AcademyBay,Pavona_clavus,34,0.524,A,7,4,3.5,-0.5
AcademyBay,Pocillopora_sp,34,0.503,A,5,5,5,0
AcademyBay,Pavona_clavus,34,0.523,A,8,4,4,0
AcademyBay,Pocillopora_sp,34,0.564,A,3,3,3,0
AcademyBay,Pocillopora_sp,34,0.64,A,7,5,5,0
AcademyBay,Pavona_clavus,34,0.509,A,1,4,2.5,-1.5
AcademyBay,Pocillopora_sp,35.5,0.372,A,3,4,4,0
AcademyBay,Pavona_clavus,35.5,0.396,A,6,6,1.5,-4.5
AcademyBay,Pavona_clavus,35.5,0.434,A,7,3,1.5,-1.5
AcademyBay,Pocillopora_sp,35.5,0.373,A,4,4,4,0
AcademyBay,Pocillopora_sp,35.5,0.485,A,5,4.5,4.5,0
AcademyBay,Pavona_clavus,35.5,0.454,A,1,3,1,-2
AcademyBay,Pocillopora_sp,35.5,0.555,A,1,3,1,-2
AcademyBay,Pocillopora_sp,35.5,0.449,A,6,3.5,3.5,0
AcademyBay,Pavona_clavus,35.5,0.485,A,8,4,2,-2
AcademyBay,Pocillopora_sp,35.5,0.461,A,2,3,3,0
AcademyBay,Pocillopora_sp,35.5,0.426,A,8,3.5,2,-1.5
AcademyBay,Pocillopora_sp,35.5,0.439,A,7,3,2.5,-0.5
AcademyBay,Pavona_clavus,35.5,0.443,A,5,4,2,-2
AcademyBay,Pavona_clavus,35.5,0.478,A,7,4,2.5,-1.5
AcademyBay,Pocillopora_sp,26,0.602,B,4,3.5,3.5,0
AcademyBay,Pocillopora_sp,26,0.514,B,6,4.5,4.5,0
AcademyBay,Pocillopora_sp,26,0.506,B,1,4,3.5,-0.5
AcademyBay,Pocillopora_sp,26,0.512,B,5,4,3.5,-0.5
AcademyBay,Pocillopora_sp,26,0.554,B,2,4,3.5,-0.5
AcademyBay,Pavona_clavus,26,0.538,B,1,4,4,0
AcademyBay,Pocillopora_sp,26,0.556,B,7,5,5,0
AcademyBay,Pavona_clavus,26,0.536,B,6,6,6,0
AcademyBay,Pavona_clavus,26,0.566,B,5,6,6,0
AcademyBay,Pavona_clavus,26,0.54,B,8,5,5,0
AcademyBay,Pocillopora_sp,26,0.567,B,8,4,4,0
AcademyBay,Pocillopora_sp,26,0.578,B,3,4,4,0
AcademyBay,Pavona_clavus,32.5,0.52,B,6,5.5,5,-0.5
AcademyBay,Pocillopora_sp,32.5,0.54,B,8,3.5,3.5,0
AcademyBay,Pavona_clavus,32.5,0.509,B,8,5,5,0
AcademyBay,Pocillopora_sp,32.5,0.524,B,2,3,3,0
AcademyBay,Pocillopora_sp,32.5,0.587,B,4,3.5,3.5,0
AcademyBay,Pocillopora_sp,32.5,0.574,B,1,3.5,3.5,0
AcademyBay,Pocillopora_sp,32.5,0.587,B,7,3.5,3.5,0
AcademyBay,Pavona_clavus,32.5,0.519,B,7,4,3.5,-0.5
AcademyBay,Pocillopora_sp,32.5,0.54,B,6,3,3,0
AcademyBay,Pavona_clavus,32.5,0.54,B,1,3.5,3,-0.5
AcademyBay,Pavona_clavus,32.5,0.525,B,5,5.5,5,-0.5
AcademyBay,Pocillopora_sp,32.5,0.555,B,3,4,3.5,-0.5
AcademyBay,Pocillopora_sp,32.5,0.581,B,5,4,4,0
AcademyBay,Pocillopora_sp,34,0.506,B,1,4,4,0
AcademyBay,Pocillopora_sp,34,0.519,B,3,3.5,3.5,0
AcademyBay,Pocillopora_sp,34,0.54,B,5,4,4,0
AcademyBay,Pavona_clavus,34,0.496,B,5,5,4.5,-0.5
AcademyBay,Pocillopora_sp,34,0.576,B,8,3.5,3,-0.5
AcademyBay,Pocillopora_sp,34,0.516,B,2,2.5,2.5,0
AcademyBay,Pocillopora_sp,34,0.53,B,6,3.5,3,-0.5
AcademyBay,Pavona_clavus,34,0.487,B,1,4,2.5,-1.5
AcademyBay,Pocillopora_sp,34,0.494,B,4,4,3.5,-0.5
AcademyBay,Pavona_clavus,34,0.497,B,6,5,3.5,-1.5
AcademyBay,Pavona_clavus,34,0.567,B,8,4,3,-1
AcademyBay,Pavona_clavus,34,0.509,B,7,5,5,0
AcademyBay,Pocillopora_sp,34,0.501,B,7,4,4,0
AcademyBay,Pavona_clavus,35.5,0.401,B,5,2,1,-1
AcademyBay,Pocillopora_sp,35.5,0.413,B,8,3,1,-2
AcademyBay,Pavona_clavus,35.5,0.459,B,8,2,2,0
AcademyBay,Pocillopora_sp,35.5,0.451,B,2,3.5,1,-2.5
AcademyBay,Pocillopora_sp,35.5,0.446,B,6,3,1,-2
AcademyBay,Pocillopora_sp,35.5,0.456,B,5,4.5,1,-3.5
AcademyBay,Pocillopora_sp,35.5,0.419,B,4,3,2,-1
AcademyBay,Pavona_clavus,35.5,0.515,B,6,2,1,-1
AcademyBay,Pocillopora_sp,35.5,0.452,B,1,3.5,1,-2.5
AcademyBay,Pocillopora_sp,35.5,0.393,B,3,4,1.5,-2.5
AcademyBay,Pocillopora_sp,35.5,0.412,B,7,3.5,1,-2.5
AcademyBay,Pavona_clavus,35.5,0.493,B,7,5,3,-2
AcademyBay,Pavona_clavus,35.5,0.471,B,1,2,1,-1
AcademyBay,Pocillopora_sp,26,0.613,A,1,4,4,0
AcademyBay,Pocillopora_sp,26,0.55,A,6,4.5,4.5,0
AcademyBay,Pocillopora_sp,26,0.6,A,4,4,4,0
AcademyBay,Pavona_clavus,26,0.538,A,7,4.5,4,-0.5
AcademyBay,Pavona_clavus,26,0.524,A,1,5,5,0
AcademyBay,Pocillopora_sp,26,0.61,A,5,4,4,0
AcademyBay,Pocillopora_sp,26,0.626,A,7,4,4,0
AcademyBay,Pocillopora_sp,26,0.634,A,2,3.5,3.5,0
AcademyBay,Pocillopora_sp,26,0.528,A,3,3.5,3.5,0
AcademyBay,Pavona_clavus,26,0.568,A,8,4,4,0
AcademyBay,Pocillopora_sp,26,0.546,A,8,3.5,3.5,0
AcademyBay,Pavona_clavus,26,0.525,A,6,6,6,0
AcademyBay,Pavona_clavus,26,0.538,A,5,5,5,0
AcademyBay,Pavona_clavus,26,0.573,B,1,4,4,0
AcademyBay,Pocillopora_sp,26,0.596,B,2,3.5,3,-0.5
AcademyBay,Pocillopora_sp,26,0.597,B,6,4,3.5,-0.5
AcademyBay,Pocillopora_sp,26,0.599,B,3,4,4,0
AcademyBay,Pocillopora_sp,26,0.596,B,4,4,4,0
AcademyBay,Pavona_clavus,26,0.567,B,6,5,5,0
AcademyBay,Pocillopora_sp,26,0.562,B,1,3,3,0
AcademyBay,Pocillopora_sp,26,0.613,B,5,5,5,0
AcademyBay,Pavona_clavus,26,0.553,B,7,5,5,0
AcademyBay,Pocillopora_sp,26,0.605,B,7,4,4,0
AcademyBay,Pocillopora_sp,26,0.562,B,8,4,4,0
AcademyBay,Pavona_clavus,26,0.556,B,5,5,5,0
AcademyBay,Pavona_clavus,20,0.494,B,8,5,5,0
AcademyBay,Pocillopora_sp,20,0.577,B,8,3.5,3.5,0
AcademyBay,Pavona_clavus,20,0.542,B,1,3,3,0
AcademyBay,Pavona_clavus,20,0.539,B,7,5,5,0
AcademyBay,Pocillopora_sp,20,0.514,B,6,2.5,2.5,0
AcademyBay,Pavona_clavus,20,0.55,B,6,5,5,0
AcademyBay,Pavona_clavus,20,0.495,B,5,4,4,0
AcademyBay,Pocillopora_sp,20,0.523,B,5,5,5,0
AcademyBay,Pocillopora_sp,20,0.598,B,4,3,3,0
AcademyBay,Pocillopora_sp,20,0.592,B,7,4.5,4,-0.5
AcademyBay,Pocillopora_sp,20,0.513,B,2,3,3,0
AcademyBay,Pocillopora_sp,20,0.593,B,3,3.5,3.5,0
AcademyBay,Pocillopora_sp,20,0.593,B,1,4,4,0
AcademyBay,Pocillopora_sp,12,0.414,B,2,6,5,-1
AcademyBay,Pavona_clavus,12,0.408,B,8,3,2,-1
AcademyBay,Pocillopora_sp,12,0.547,B,6,4,3,-1
AcademyBay,Pavona_clavus,12,0.402,B,6,4.5,4,-0.5
AcademyBay,Pocillopora_sp,12,0.432,B,8,2.5,2,-0.5
AcademyBay,Pavona_clavus,12,0.436,B,7,3.5,2,-1.5
AcademyBay,Pocillopora_sp,12,0.467,B,3,3,3,0
AcademyBay,Pavona_clavus,12,0.421,B,5,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.381,B,7,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.41,B,1,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.439,B,4,3,2.5,-0.5
AcademyBay,Pocillopora_sp,12,0.461,B,5,3,3,0
AcademyBay,Pavona_clavus,12,0.436,B,1,2,1,-1
